Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?"
21/12/2018 20:57:24,Paid Gacha Only,,,,,,,,,,,,,,,,,Orion,"Scathach, Tamamo no Mae [Lancer]",,"Tamamo-no-mae, Xuanzang","Shuten Douji, Cleopatra",Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 20:58:47,F2P,,,Tamamo no Mae [Lancer],Francis Drake,Tamamo-no-mae,,Florence Nightingale,,,No,Between 6 and 12 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 20:59:07,F2P,Ryougi Shiki,,Scathach,,"Tamamo-no-mae, Merlin",,,,,Yes,More than 15 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 20:59:29,F2P,,Orion,"Karna, Enkidu",,Merlin,Jack the Ripper,,,,No,Between 6 and 12 months,6,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 20:59:37,F2P,,,,,Zhuge Liang [El-Melloi II],,,,,No,Between 3 and 6 months,1,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 20:59:38,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryougi Shiki,Orion,Tamamo no Mae [Lancer],,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin",MHX,"Vlad III, Florence Nightingale",,,Yes,More than 15 months,12,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 20:59:43,F2P,,"Arjuna, Ishtar",,Quetzalcoatl,"Tamamo-no-mae, Xuanzang",,,,,No,Between 6 and 12 months,5,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:01:57,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride]","Nikola Tesla, Artoria Pendragon [Archer], Ishtar","Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb","Zhuge Liang [El-Melloi II], Xuanzang, Illyasviel von Einzbern",Jack the Ripper,"Sakata Kintoki, Vlad III, Minamoto no Raikō",,Jeanne D'arc [Alter],Yes,More than 15 months,28,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:02:06,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride]",Ishtar,"Scathach, Artoria Pendragon [Lancer]",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin",,Minamoto no Raikō,"Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],No,Between 6 and 12 months,,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:02:21,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],Gilgamesh,"Karna, Brynhildr, Tamamo no Mae [Lancer]","Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin",Jack the Ripper,Cu Chulainn [Alter],Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",Yes,Between 6 and 12 months,22,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:02:22,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,"Gilgamesh, Orion, Nikola Tesla","Scathach, Karna","Francis Drake, Iskandar, Quetzalcoatl","Tamamo-no-mae, Merlin",Cleopatra,"Sakata Kintoki, Florence Nightingale, Minamoto no Raikō",,Edmond Dantes,Yes,More than 15 months,19,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:02:47,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Nikola Tesla, Artoria Pendragon [Archer]","Brynhildr, Enkidu",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,"Cu Chulainn [Alter], Florence Nightingale",,Jeanne D'arc [Alter],No,Between 6 and 12 months,16,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:02:49,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,"Arjuna, Ishtar","Scathach, Karna",,"Tamamo-no-mae, Merlin",,Cu Chulainn [Alter],,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:03:09,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,,"Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,,,"Vlad III, Florence Nightingale, Minamoto no Raikō",,,Yes,Between 6 and 12 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:03:09,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]","Gilgamesh, Orion, Artoria Pendragon [Archer], Ishtar","Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci, Illyasviel von Einzbern","Jack the Ripper, Cleopatra",Minamoto no Raikō,Amakusa Shirou,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,14,Yes,Male,Between 11 and 20,,,,,,"Yes, I rerolled"
21/12/2018 21:03:34,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orion, Artoria Pendragon [Archer]",,Ozymandias,"Xuanzang, Merlin",,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:03:57,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Okita Souji",,,,"Tamamo-no-mae, Merlin",,,,Jeanne D'arc [Alter],No,Between 12 and 15 months,5,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:04:39,Paid Gacha Only,,,,,,,,,,,,,,,,,Arjuna,,Francis Drake,"Illyasviel von Einzbern, Merlin",,,Jeanne D'arc,,No,More than 15 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:05:26,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride]","Artoria Pendragon [Archer], Ishtar","Scathach, Brynhildr, Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Tamamo-no-mae, Xuanzang, Merlin",Jack the Ripper,"Vlad III, Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],No,Between 12 and 15 months,51,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:06:02,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride]",Artoria Pendragon [Archer],"Scathach, Karna, Artoria Pendragon [Lancer]",,"Zhuge Liang [El-Melloi II], Xuanzang",Shuten Douji,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,15,Yes,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:06:10,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Ryougi Shiki","Gilgamesh, Artoria Pendragon [Archer]",,Francis Drake,Xuanzang,,"Cu Chulainn [Alter], Minamoto no Raikō",,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,10,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:06:13,F2P,"Altera, Mordred",Ishtar,Enkidu,Ozymandias,Zhuge Liang [El-Melloi II],,,,Jeanne D'arc [Alter],No,Between 3 and 6 months,8,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:06:41,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Ishtar,Brynhildr,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin","Jack the Ripper, MHX, Shuten Douji","Vlad III, Florence Nightingale",Jeanne D'arc,,No,Between 12 and 15 months,13,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:06:45,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamamo no Mae [Lancer],,Merlin,Shuten Douji,,Amakusa Shirou,,Yes,Between 3 and 6 months,3,Yes,Male,Between 21 and 40,,,,,,No
21/12/2018 21:06:50,F2P,,,,Francis Drake,Illyasviel von Einzbern,Jack the Ripper,,Jeanne D'arc,,No,More than 15 months,5,Yes,Other,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:08:08,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,,"Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",Quetzalcoatl,"Tamamo-no-mae, Merlin",,,Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:08:13,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,"Artoria Pendragon [Archer], Ishtar",Tamamo no Mae [Lancer],Francis Drake,"Tamamo-no-mae, Xuanzang, Merlin","Jack the Ripper, Cleopatra",Cu Chulainn [Alter],Jeanne D'arc,Jeanne D'arc [Alter],No,Between 12 and 15 months,14,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:08:20,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,"Nikola Tesla, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern",Shuten Douji,"Vlad III, Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,15,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:09:14,F2P,,Artoria Pendragon [Archer],"Scathach, Tamamo no Mae [Lancer]",Ozymandias,"Xuanzang, Merlin",Jack the Ripper,Minamoto no Raikō,,Jeanne D'arc [Alter],No,Between 6 and 12 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:09:22,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,"Orion, Ishtar","Scathach, Artoria Pendragon [Lancer]","Queen Medb, Iskandar","Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Minamoto no Raikō,Jeanne D'arc,,Yes,More than 15 months,12,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:09:22,F2P,"Artoria Pendragon, Okita Souji",,,,Illyasviel von Einzbern,,,,"Jeanne D'arc [Alter], Edmond Dantes",No,More than 15 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:09:44,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Illyasviel von Einzbern, Merlin",,,Jeanne D'arc,,Yes,More than 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:10:06,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Mordred","Orion, Nikola Tesla",Tamamo no Mae [Lancer],Ozymandias,Tamamo-no-mae,,Minamoto no Raikō,,Jeanne D'arc [Alter],No,Between 6 and 12 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:11:54,F2P,"Nero Claudius [Bride], Ryougi Shiki",Arjuna,Artoria Pendragon [Lancer],Iskandar,,,Florence Nightingale,,,Yes,Between 12 and 15 months,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:11:54,F2P,Mordred,,,Quetzalcoatl,,,,,Jeanne D'arc [Alter],No,Between 3 and 6 months,3,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:12:09,Paid Gacha Only,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]",,,,"Tamamo-no-mae, Merlin",Jack the Ripper,Sakata Kintoki,Jeanne D'arc,,No,Between 12 and 15 months,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:12:17,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],"Gilgamesh, Artoria Pendragon [Archer]","Karna, Enkidu","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin",,"Cu Chulainn [Alter], Florence Nightingale",,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,19,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:12:28,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Orion,Scathach,Ozymandias,"Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern","Jack the Ripper, Shuten Douji",,,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:12:37,F2P,,,,Iskandar,"Zhuge Liang [El-Melloi II], Merlin",,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,7,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:13:09,F2P,Altera,Orion,Karna,Ozymandias,"Zhuge Liang [El-Melloi II], Merlin",,Sakata Kintoki,Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:13:12,F2P,,Orion,,Francis Drake,Merlin,,,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:14:11,F2P,"Artoria Pendragon, Okita Souji","Gilgamesh, Arjuna, Ishtar",,,,Jack the Ripper,Vlad III,,,No,More than 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:14:22,F2P,Altera,,Tamamo no Mae [Lancer],Francis Drake,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern","Jack the Ripper, MHX",,,,Yes,Between 12 and 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:15:16,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]","Nikola Tesla, Artoria Pendragon [Archer], Ishtar",Brynhildr,"Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, Cleopatra",Vlad III,Jeanne D'arc,,Yes,Between 12 and 15 months,18,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:15:27,F2P,,Orion,,,,"Jack the Ripper, MHX",,Jeanne D'arc,Jeanne D'arc [Alter],No,Between 12 and 15 months,5,Yes,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:17:07,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji","Artoria Pendragon [Archer], Ishtar",Tamamo no Mae [Lancer],Francis Drake,Xuanzang,Jack the Ripper,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:17:33,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]","Nikola Tesla, Artoria Pendragon [Archer]",,,Zhuge Liang [El-Melloi II],,Sakata Kintoki,Jeanne D'arc,,No,More than 15 months,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:17:39,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozymandias,"Illyasviel von Einzbern, Merlin",,,Jeanne D'arc,,No,Between 3 and 6 months,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:17:48,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride]","Gilgamesh, Orion, Arjuna, Ishtar","Scathach, Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci, Merlin",Jack the Ripper,"Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,36,Yes,Male,,,,,,,No
21/12/2018 21:17:53,F2P,"Artoria Pendragon, Okita Souji, Nero Claudius [Bride]",Gilgamesh,"Scathach, Karna",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin",MHX,"Sakata Kintoki, Florence Nightingale",,,Yes,More than 15 months,18,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:17:56,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,0,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:18:08,F2P,Mordred,,,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang","Jack the Ripper, Cleopatra",Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:18:35,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred",Ishtar,,Ozymandias,"Zhuge Liang [El-Melloi II], Merlin",,,,,No,Between 6 and 12 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:19:43,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Ryougi Shiki","Gilgamesh, Arjuna, Artoria Pendragon [Archer]","Karna, Enkidu","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin",Jack the Ripper,"Sakata Kintoki, Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,22,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 21:19:53,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]",Artoria Pendragon [Archer],Tamamo no Mae [Lancer],"Francis Drake, Ozymandias",Xuanzang,Cleopatra,Vlad III,,Jeanne D'arc [Alter],No,More than 15 months,15,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
