Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?",,,"4,957016435"
7/08/2018 19:50:59,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Orion, Arjuna",Karna,"Queen Medb, Iskandar",Xuanzang,Jack the Ripper,"Sakata Kintoki, Vlad III, Cu Chulainn [Alter]",,Extra Option: Angra Mainyu,Marie [Caster],Between 3 and 6 months,20,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:51:01,F2P,Artoria Pendragon,,Scathach,,,,,,,Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:51:04,F2P,,,,,,,Minamoto no Raikō,,,,Between 3 and 6 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:51:14,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],"Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,,,Cu Chulainn [Alter],Jeanne D'arc,,"Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,11,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:51:21,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,,Tamamo no Mae [Lancer],"Queen Medb, Iskandar",Tamamo-no-mae,,,,,"Kiyohime [Lancer], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,6,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:51:53,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,Jack the Ripper,,,,,More than 1 year,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:52:17,F2P,,,,"Iskandar, Ozymandias",,,"Vlad III, Cu Chulainn [Alter], Florence Nightingale",,,,Between 3 and 6 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:52:20,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",Artoria Pendragon [Archer],Artoria Pendragon [Lancer],,Xuanzang,Shuten Douji,Florence Nightingale,,,"Marie [Caster], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,8,Yes,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:52:26,F2P,,,,,,,,,Jeanne D'arc [Alter],,Between 1 and 3 months,1,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:52:35,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji","Gilgamesh, Arjuna",Tamamo no Mae [Lancer],"Francis Drake, Iskandar",,Jack the Ripper,Florence Nightingale,,"Jeanne D'arc [Alter], Edmond Dantes, Extra Option: Angra Mainyu",,More than 1 year,14,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:52:36,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",,Tamamo no Mae [Lancer],"Iskandar, Ozymandias",Xuanzang,MHX,,Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes","Mordred [Rider], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",More than 1 year,10,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:52:45,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred",Orion,Karna,Ozymandias,,"Jack the Ripper, Shuten Douji","Sakata Kintoki, Vlad III",,Extra Option: Angra Mainyu,"Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",More than 1 year,11,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:52:55,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Ryougi Shiki",Orion,,,,MHX,,,Edmond Dantes,,Between 6 and 12 months,8,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:01,F2P,"Altera, Mordred",,Tamamo no Mae [Lancer],,,,,Jeanne D'arc,,"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",More than 1 year,5,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:21,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Artoria Pendragon [Archer],Tamamo no Mae [Lancer],,,,,Amakusa Shirou,,"Mordred [Rider], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,4,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:22,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Orion, Artoria Pendragon [Archer]","Scathach, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci","Jack the Ripper, MHX, Shuten Douji","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster]",More than 1 year,57,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:25,F2P,,,Karna,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,Vlad III,,Jeanne D'arc [Alter],"Marie [Caster], Martha [Ruler]",Between 6 and 12 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:32,Paid Gacha Only,,,,,,,,,,,,,,,,Nero Claudius [Bride],"Gilgamesh, Artoria Pendragon [Archer]","Scathach, Tamamo no Mae [Lancer]",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Jack the Ripper,,,Jeanne D'arc [Alter],"Mordred [Rider], Marie [Caster], Martha [Ruler]",More than 1 year,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:34,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Okita Souji",Artoria Pendragon [Archer],Tamamo no Mae [Lancer],,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Mordred [Rider],More than 1 year,9,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:44,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Okita Souji, Ryougi Shiki",Artoria Pendragon [Archer],Scathach,,,Jack the Ripper,,Jeanne D'arc,Extra Option: Angra Mainyu,"Marie [Caster], Martha [Ruler]",More than 1 year,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:50,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],"Gilgamesh, Orion, Nikola Tesla","Karna, Tamamo no Mae [Lancer]",,Zhuge Liang [El-Melloi II],Shuten Douji,"Vlad III, Minamoto no Raikō",Jeanne D'arc,Extra Option: Angra Mainyu,"Marie [Caster], Martha [Ruler]",More than 1 year,12,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:54,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Mordred",,Scathach,Francis Drake,Tamamo-no-mae,,Cu Chulainn [Alter],Jeanne D'arc,,,Between 6 and 12 months,8,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:53:56,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamamo no Mae [Lancer],,Xuanzang,,"Vlad III, Minamoto no Raikō",,,Mordred [Rider],Between 3 and 6 months,7,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:01,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Orion,Karna,,"Tamamo-no-mae, Leonardo Da Vinci",,,,Jeanne D'arc [Alter],"Anne/Mary [Archer], Martha [Ruler]",Between 6 and 12 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:10,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Ryougi Shiki","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer]","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci","Jack the Ripper, Shuten Douji","Vlad III, Cu Chulainn [Alter], Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",More than 1 year,47,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:15,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride], Ryougi Shiki",,,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",,Vlad III,,,Mordred [Rider],More than 1 year,9,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:18,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],"Scathach, Karna",Ozymandias,Zhuge Liang [El-Melloi II],,,Jeanne D'arc,,"Marie [Caster], Martha [Ruler]",More than 1 year,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:29,Paid Gacha Only,,,,,,,,,,,,,,,,,"Orion, Nikola Tesla, Artoria Pendragon [Archer]",,,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci",Jack the Ripper,Minamoto no Raikō,,Extra Option: Angra Mainyu,Mordred [Rider],Between 6 and 12 months,10,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:46,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Less than 1 month,,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:52,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],"Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,,,Cu Chulainn [Alter],Jeanne D'arc,,"Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,11,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:56,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,"Orion, Nikola Tesla","Karna, Tamamo no Mae [Lancer]",,,,"Vlad III, Minamoto no Raikō",,,Martha [Ruler],Between 6 and 12 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:54:58,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,Gilgamesh,,Francis Drake,Tamamo-no-mae,,Sakata Kintoki,,Edmond Dantes,Kiyohime [Lancer],More than 1 year,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:55:10,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,"Gilgamesh, Nikola Tesla","Karna, Tamamo no Mae [Lancer]",Queen Medb,Zhuge Liang [El-Melloi II],Jack the Ripper,Vlad III,,Extra Option: Angra Mainyu,"Kiyohime [Lancer], Anne/Mary [Archer]",More than 1 year,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:55:26,Paid Gacha Only,,,,,,,,,,,,,,,,Okita Souji,,,"Queen Medb, Ozymandias",,,Vlad III,,Jeanne D'arc [Alter],,More than 1 year,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:55:33,F2P,Ryougi Shiki,,"Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,Xuanzang,,,,,,Between 3 and 6 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:55:38,F2P,,Gilgamesh,Karna,"Iskandar, Ozymandias",Zhuge Liang [El-Melloi II],,Vlad III,Jeanne D'arc,Edmond Dantes,,More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:55:40,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Gilgamesh, Orion",Scathach,Ozymandias,Zhuge Liang [El-Melloi II],,"Sakata Kintoki, Cu Chulainn [Alter], Florence Nightingale",,,,Between 6 and 12 months,10,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:55:47,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Arjuna,,Ozymandias,,MHX,Cu Chulainn [Alter],Jeanne D'arc,Jeanne D'arc [Alter],"Marie [Caster], Martha [Ruler]",More than 1 year,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:55:53,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,Tamamo no Mae [Lancer],Ozymandias,Tamamo-no-mae,Jack the Ripper,,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Mordred [Rider], Shishou NP5 [Assassin] aka event done",More than 1 year,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:56:01,F2P,Okita Souji,Gilgamesh,Karna,Ozymandias,,,"Vlad III, Cu Chulainn [Alter]",,Jeanne D'arc [Alter],Shishou NP5 [Assassin] aka event done,More than 1 year,8,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:56:03,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,Zhuge Liang [El-Melloi II],,,,,,Between 6 and 12 months,12,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:56:12,F2P,"Artoria Pendragon, Altera",Artoria Pendragon [Archer],,,,,Vlad III,,Jeanne D'arc [Alter],"Marie [Caster], Martha [Ruler]",More than 1 year,5,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:56:16,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred","Gilgamesh, Orion, Artoria Pendragon [Archer]",Karna,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Jack the Ripper,Vlad III,Jeanne D'arc,,"Mordred [Rider], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,20,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:56:40,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Ryougi Shiki","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer]","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang","Jack the Ripper, MHX, Shuten Douji",Florence Nightingale,"Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Mordred [Rider], Marie [Caster], Martha [Ruler]",More than 1 year,42,No,Female,No,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:56:45,Paid Gacha Only,,,,,,,,,,,,,,,,,,Tamamo no Mae [Lancer],Ozymandias,,,"Vlad III, Minamoto no Raikō",,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Anne/Mary [Archer], Martha [Ruler]",Between 3 and 6 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:56:49,F2P,Ryougi Shiki,Gilgamesh,,,Tamamo-no-mae,,,,Jeanne D'arc [Alter],Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:57:07,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,"Gilgamesh, Artoria Pendragon [Archer]",,,Zhuge Liang [El-Melloi II],,,,Jeanne D'arc [Alter],"Mordred [Rider], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:57:07,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]",Arjuna,Brynhildr,Francis Drake,,Shuten Douji,"Cu Chulainn [Alter], Florence Nightingale",,,"Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,11,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:57:09,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minamoto no Raikō,,,"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",Between 1 and 3 months,1,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:57:28,Paid Gacha Only,,,,,,,,,,,,,,,,Mordred,,Scathach,"Francis Drake, Queen Medb, Iskandar",Zhuge Liang [El-Melloi II],,"Sakata Kintoki, Vlad III",,"Edmond Dantes, Extra Option: Angra Mainyu",,Between 6 and 12 months,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:57:40,F2P,,,,,,,Minamoto no Raikō,,,,Between 1 and 3 months,1,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:58:04,Paid Gacha Only,,,,,,,,,,,Between 3 and 6 months,,No,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:58:19,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,,Artoria Pendragon [Lancer],"Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Leonardo Da Vinci",Jack the Ripper,Minamoto no Raikō,,,"Kiyohime [Lancer], Marie [Caster], Martha [Ruler]",Between 1 and 3 months,9,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:58:31,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Arjuna,"Scathach, Tamamo no Mae [Lancer]","Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,Vlad III,,,Kiyohime [Lancer],Between 6 and 12 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 19:59:09,F2P,,Arjuna,"Scathach, Tamamo no Mae [Lancer]",Ozymandias,"Tamamo-no-mae, Xuanzang",,Vlad III,Jeanne D'arc,Extra Option: Angra Mainyu,Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,9,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
